EVTDESC34610;"On a night of $YEAR$, a fire broke out in a house of the ""Deichstraße"" (dyke street) in Hamburg. The night watchmen made noise with rattles and calls. The soldiers on guard fired signal shots, and the guardians in the spires rang the fire bells. So the fire-brigade was called. Greedily the fire spread to the wooden half timbered houses. It jumped over the Deichstraßenfleet (fleet, canal), more than 7 meters wide, to the houses of the Steintwiete (lane). Within shortest time the ware-houses in the Steintwiete and the houses down to Roedingsmarkt (marketplace) were ablaze. The close lanes became deadly traps. Fire engines could not get into the small and crowded lanes. People panicked and tried to escape. About a quarter of the inner city of Hamburg was destroyed and the fire lasted 4 days, destroying three churches, the town hall, countless other building and left an estimated 20,000 homeless.";;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA34610;A national tragedy.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA34611;Send all the help we can.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB34611;Send the minimum amount.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTC34611;We can't afford anything right now.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME95519;The Mfecane;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC95519;Around 1821, the Zulu general Mzilikazi of the Khumalo clan defied Zulu king Shaka, and set up his own kingdom. He quickly made many enemies, not only with the Zulu king, but also with the Boers, Griqua and Tswana. Defeats in several clashes convinced Mzilikazi to move north towards Swaziland. Going north and then inland westward along the watershed between the Vaal and the Limpopo rivers, Mzilikazi and his followers, the AmaNdebele, (called Matabele in English) established an Ndebele state. During this period, the Matabele left a trail of destruction in their wake. Roughly starting from 1826 to $YEAR$, widespread killings and devastation were ordered to remove all opposition. Mzilikazi reorganized the territory to establish the new Ndebele order. The death toll has never been satisfactorily determined, but the whole region became nearly depopulated.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVT95519OPTA;For the new Ndebele order!;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME98262;Diamonds Discovered!;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC98262;In $YEAR$, Erasmus Jacobs found a small brilliant pebble on the banks of the Orange River, on the farm De Kalk leased from local Griquas, near Hopetown, which was his father's farm. He showed the pebble to his father who sold it. It proved to be a 21.25 carat diamond, and became known as the Eureka.  The Cape Colony, Transvaal, Orange Free State and the Griqua leader Nikolaas Waterboer all laid claim to the diamond fields. The Free State Boers in particular wanted the area as it lay inside the natural borders created by Orange and Vaal Rivers. Following the mediation that was overseen by the governor of Natal, the Keate Award went in favor of Waterboer, who placed himself under $COUNTRY_ADJ$ protection.!;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVT98262OPTA;Great!!;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME95518;Matabele Is Overrun by $FROMCOUNTRY$!;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC95518;"Matabele core territory was overrun by $FROMCOUNTRY_ADJ$ soldiers. King Mzilikazi gathered his followers and started marching north in search of territory to settle, eventually invading the Rozwi Empire and taking their lands. Many of the Kalanga people were incorporated and the rest were made satellite territories who paid tribute to the Matabele Kingdom. Mzilikazi called his new nation Mthwakazi, a Zulu word which means something which became big at conception, in Zulu ""into ethe ithwasa yabankulu"" but the territory was called Matabeleland by Europeans. Mzilikazi organized this ethnically diverse nation into a militaristic system of regimental towns and established his capital at Bulawayo (""the place of killing"").";;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVT95518OPTA;At least we didn't lose everything.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME95517;The Flight of Mzilikazi;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC95517;"After the defeat of King Mzilikazi and conquest of Matabele by $COUNTRY$, the former king of Matabele escaped. In $YEAR$, some 20,000 Ndebele, descendants of the Zulus in South Africa and led by Mzilikazi, invaded the Kalanga Rozwi Empire. Many of the Kalanga people were incorporated and the rest were made satellite territories who paid tribute to the Ndebele Kingdom. He called his new nation Mthwakazi, a Zulu word which means something which became big at conception, in Zulu ""into ethe ithwasa yabankulu"" but the territory was called Matabeleland by Europeans. Mzilikazi organized this ethnically diverse nation into a militaristic system of regimental towns and established his capital at Bulawayo (""the place of killing""). Mzilikazi was a statesman of considerable stature, able to weld the many conquered tribes into a strong, centralized kingdom.";;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVT95517OPTA;Worrying news.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME95516;$COUNTRY$ Modernization;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC95516;With the modernization of $COUNTRY$, our country military suffered profound changes in tactics and equipment. Our old military tactics are all but ineffective.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVT95516OPTA;These new weapons will suffice anyway.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME95515;The Zulu Military;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC95515;While not modernized with firearms, military innovations such as the assegai, the age-grade regimental system and encirclement tactics helped make the Zulu one of the most powerful nations in southern and south-eastern Africa.;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVT95515OPTA;For $COUNTRY$!;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME98643;The Rise of the Senussi;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC98643;'In the beginning, the first Senussi went to Mecca, where he joined Ahmad Ibn Idris al-Fasi, the head of the Khadirites. Due to Wahhabi pressure, Senussi left Mecca and settled in Cyrenaica in 1843, where in the mountains near Sidi Rafaa' he built the Zawia Baida (White Monastery).' The Senussi are a Muslim political-religious Sufi order and tribe in Cyrenaica. They claim a direct lineage to the Prophet Muhammad and are concerned with both the decline of Islamic thought and spirituality and the weakening of Muslim political integrity. The power of the current Grand Senussi, Sayyid Muhammad al-Mahdi bin Sayyid Muhammad as-Senussi, grew to the point that it made the $COUNTRY_ADJ$ regime uneasy. In $YEAR$, he moved farther from direct $COUNTRY_ADJ$ surveillance to Jaghbub, where he has the authority of a sovereign in a vast but almost empty desert.;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;
EVT98643OPTA;He thinks he can run from $COUNTRY$?;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;
EVT98643OPTB;Long Live the Senussi!;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME16300;Uncle Tom's Cabin;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC16300;Harriet Beecher Stove's novel 'Uncle Tom's Cabin', first published in $YEAR$, is one of the most widely read anti-slavery novels ever written. So large was it's perceived impact on the growing national consciousness over the issue of slavery that Abraham Lincoln, upon meeting Stove at the start of the Civil War, is reported as having greeted her: 'So this is the little lady who made this big war.' The publication of Uncle Tom's Cabin has increased national consciousness over the slavery issue.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
EVTDESC60170;We studied and observed and now we have the means to organize, train and fund rebels and separatists in other countries. We can use this to our advantage, to push our agenda, to create flashpoints in other nations and, with luck, create crisis that will be solved on our favor.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT60170OPTA;Let's get to work.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME14005;The $YEAR$ Elections;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME14005_sub;The Government Position on National Issues;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC14005;This year elections have started and we can closely follow the campaign to make sure the issues in our best interests grow or we can forfeit the campaigns and let the chips fall where they may.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA14005;Follow the elections.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB14005;Let the chips fall where they may.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC36601;In $YEAR$ compulsory elementary schooling was formally introduced in Sweden. Even though an old schooling tradition already existed, the Elementary School Act of $YEAR$ almost erased illiteracy among the younger generation. Local town parishes now received a means to force reluctant parents to take proper responsibility for educating their children.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME97684;The End of the Republic of Ezo;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC97684;The Republic of Ezo has ended, and with it, all their claims on Ezo.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97684OPTA;Long live the Emperor!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME97683;The Republic of Ezo;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC97683;"After the defeat of the forces of the Tokugawa Shogunate in the Boshin War, a part of the former Shogun's navy led by Admiral Enomoto Takeaki fled to the northern island of Ezo, together with several thousand soldiers and a handful of French military advisors and their leader, Jules Brunet. On $YEAR$, the independent ""Republic of Ezo"" was proclaimed, with a government organization based on that of the United States. Elections were based on universal suffrage among the samurai class. This was the first election ever held in Japan, where a feudal structure under an emperor with military warlords was the norm.";;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97683OPTA;A worrying development.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97683OPTB;Long live the Shogun!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME97682;Enomoto's Request;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC97682;'The farmers and merchants are unmolested, and live without fear, going their own way, and sympathizing with us... So that already we have been able to bring some land into cultivation. We pray that this portion of the Empire may be conferred upon our late lord, Tokugawa Kamenosuke, and in that case, we shall repay your beneficence by our faithful guardianship of the northern gate.' \n Enomoto, President of the Republic of Ezo, now made a petition to the Imperial Court to be allowed to develop Ezo and maintain the traditions of the samurai unmolested in the island.;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97682OPTA;Unfortunately, this cannot be allowed.;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97682OPTB;Tell them we agree to their proposal.;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97682OPTC;They are free to do as they wish, we renounce any claims on Ezo.;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97682OPTD;Long live the Shogun!;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME4420;Cabinet Discusses War;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC4420;'I feel strongly that we have lost what I like to think of as our place in the sun. $COUNTRY$ used to be a respected force in the international community, but these days it is as if our voice was consequently, and by design, ignored. I feel that, in order to regain that which was lost, we must again assert ourselves on the international scene. Some might accuse me of adventurism, but, by Jingo, this country was built by adventurers.'\n\nThe cabinet has held a meeting to discuss our international situation, and the mood around the table has been grim. Some of the more hawkish members of the cabinet are discussing a foreign campaign, to assert our international position, and to divert attention from internal dissent within the regime.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
EVTOPTA4420;We need to build more support for a war.;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB4420;Starting a fight might spice things up.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME44120;Moral Crusaders;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC44120;One of the impacts of the religious revival in the USA in the early 19th century would be sustained campaigns against perceived vices by those who believed they were doing God's work by attempting to stamp out such behavior. Saloons were often a favorite target of such crusaders, and on occasion saloons and their patrons would be physically attacked by zealots.;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA44120;Wickedness must be stamped out.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME4661017;Buenos Aires Is Triumphant;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC4661017;Buenos Aires stands alone, triumphant over the Confederation.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPT4661017A;Viva Argentina!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPT4661017B;Restore the Confederation.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPT4661017C;Remain as Buenos Aires.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME97167;The Moroccan Incident;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC97167;With the death of Abd al-Rahman's in $YEAR$, a dispute with Spain over the boundaries of the Spanish enclave at Ceuta emerged in Morocco. The Moroccans started to carry out attacks in Ceuta and Melilla, threatening our population and violating our territory.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97167OPTA;Intervene immediately.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97167OPTB;Let it go.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME97168;The Treaty of Wad-Ras;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC97168;The forces of Sultan Muhammad IV of Morocco are broken, we won the war. Our diplomats worked day and night to broker the surrender terms of Morocco.\nThe Sultan agreed to give us the city of Ifni and renounce his claim on Melilla, besides paying war reparations. They are completely beaten and we could push and claim the whole region of Agadir but such deal wouldn't be seen as fair by the world or by the Moroccans, who would probably withdraw their diplomats and revoke the current agreed deal.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97168PTA;We have a deal.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97168PTB;Push for the whole region.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97168PTC;We only need them to renounce their claims.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97168PTD;We only need the reparations.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME37238;The Dey's Insult;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC37238;As a result of what the French considered an insult to the French consul in Algiers by the Dey in 1827, France blockaded Algiers for three years. In 1830, France invaded and occupied the coastal areas of Algeria, citing a diplomatic incident as casus belli. Hussein Dey, the last Ottoman regent of Algiers, went into exile. \n Soon after the conquest of Algiers, the soldier-politician Bertrand Clauzel and others formed a company to acquire agricultural land and, despite official discouragement, to subsidize its settlement by European farmers, triggering a land rush. Clauzel recognized the farming potential of the Mitidja Plain and envisioned the production there of cotton on a large scale. Consequently, French colonization penetrated southwards in Algeria with skirmishes erupting between Europeans and the native population. Emir Abdelkader El Djezairi fled south, regrouping and organizing a new resistance against the Europeans advance.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT37238OPTA;It's time to march through the Iron Gates.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT37238OPTB;We will let it go for the time being.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME98642;The Shilluk Kingdom;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC98642;The Kingdom of the Shilluk people declined over the years and now only their capital remains. They are backwards and would be easy prey and we already conquered much of their territory in the past. It's time to end our conquest of their territory.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT98642OPTA;Onwards, to Fashoda!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT98642OPTB;Let it go. They are harmless.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME98641;The Fate of the Zaydi Imamate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC98641;"The Imams of Yemen are religiously consecrated leaders belonging to the Zaidiyyah branch of Shia Islam. They established a blend of religious and secular rule in parts of Yemen in 897 and now the Rassid dynasty ruled for almost a millennium. However, the power of the imamate declined in the 18th and 19th century. The territory controlled by the imams shrank successively after the late 17th century, and the lucrative coffee trade declined with new producers in other parts of the world. The imamate became a ""quasi-state"" with an inherent tension between tribes and government, and between tribal culture and learned Islamic morality. The imams themselves adopted the style of Middle East monarchies, becoming increasingly distant figures. As a result, they lost their charismatic and spiritual position among the tribes of Yemen. These recent developments made this the ideal moment to reassert our dominance over the highlands of Yemen.";;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT98641OPTA;We will drive the Rassids out of Yemen.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME500058;International Enemy;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC500058;Even though large tracts of land and many old and famous States have fallen or may fall into the grip of the $COUNTRY_ADJ$ and all the odious apparatus of their rule, we shall not flag or fail. We shall go on to the end. We shall fight in Europe, we shall fight on the seas and oceans, we shall fight with growing confidence and growing strength, we shall defend our land and the people of our planet, whatever the cost may be. We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills, we shall never surrender, and if, which I do not for a moment believe, this land or a large part of it were subjugated and starving, then our Empire beyond the seas, armed and guarded by our Fleet, would carry on the struggle, until, in God's good time, the New World, with all its power and might, steps forth to the rescue and the liberation of the old.\n\nWith this speech the great powers finished their assembly and vowed to stop us using any means they can.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPT500058A;Bring them on.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME500059;Economic Sanctions;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC500059;We do not seek the destruction of any government, nor do we covet a foot of any territory. We do not want an expanding struggle with consequences that no one can perceive, nor will we bluster or bully or flaunt our power, but we will not surrender.\n\nFinishing his speech, the ambassador of one of the Great Powers that gathered to discuss the situation of our country finished convincing the other great powers to sign a round of economical and diplomatic sanctions against our country. The congress send us a warning against any more aggressiveness and said they are ready to escalate if we don't cease and change our behavior.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPT500059A;Fools!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13015OPTA;Ignore it.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13015OPTB;Shut it down and confiscate the contraband.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME13016;Smugglers Sell Opium;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC13016;In what should come as no surprise, the foreign smuggling ring in one of our provinces has been caught red-handed selling opium to the locals.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13016OPTA;Shut down the ring immediately.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13016OPTB;Do whatever it takes to eliminate this menace.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13020OPTA;Ignore them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13020OPTB;Round them up and execute them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME13021;Missionaries Executed in $FROMCOUNTRY$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC13021;We have received reports that a number of our missionaries have been executed in $FROMCOUNTRY$, part of a $FROMCOUNTRY_ADJ$ action to round up all unwanted foreigners. The missionaries were peaceful, and the $COUNTRY_ADJ$ public is understandably enraged. Many believe that war is necessary, while others believe the potential for war with $FROMCOUNTRY$ simply isn't worth it. The missionaries knew they were not permitted in $FROMCOUNTRY$, after all.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13021OPTA;This cannot be permitted.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13021OPTB;There is nothing we can do.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13030OPTA;They are welcome to stay.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT13030OPTB;Send them home.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME13031;Grievous Insults!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC13031;A group of $COUNTRY_ADJ$ citizens who left $COUNTRY$ some time ago on an expedition to $FROMCOUNTRY$ has been viciously refused entry to the country. It appears that the $FROMCOUNTRY_ADJ$ government has turned gradually to a policy of increasing isolationism, most likely in order to avoid the pains of modernizing their political, economical and social institutions. This policy of the $FROMCOUNTRY_ADJ$ government is, obviously, impairing the advances of $COUNTRY_ADJ$ trade, diplomacy and missionary activities in the region, and must be considered an unjust restriction of the international freedom of movement.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
