TTB_reactionary;National Party;National Party;National Party;;;;;;;;;;;x;;,
TTB_socialist;People's Partnership;People's Partnership;People's Partnership;;;;;;;;;;;x;;,
TTB_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;x;;,
TTB_anarcho_liberal;Butler Party;Butler Party;Butler Party;;;;;;;;;;;x;;,
TTB_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x;;,
TUR_presidential_dictatorship;Turkey;;;;;;;;;;;;;x;;,
TUR_presidential_dictatorship_ADJ;Turkish;;;;;;;;;;;;;x;;,
TUR_bourgeois_dictatorship;Turkey;;;;;;;;;;;;;x;;,
TUR_bourgeois_dictatorship_ADJ;Turkish;;;;;;;;;;;;;x;;,
TUR_fascist_dictatorship;Turkey;;;;;;;;;;;;;x;;,
TUR_fascist_dictatorship;Turkish;;;;;;;;;;;;;x;;,
TUR_reactionary;Nizam-i Alem;;;;;;;;;;;;;x;;,
TUR_reactionary_2;Ittihad-i Muhammedi Firkasi;;;;;;;;;;;;;x;;,
TUR_reactionary_3;Hal‚sk‚r Zabit‚n;;;;;;;;;;;;;x;;,
TUR_reactionary_4;Fedailer Cemiyeti;;;;;;;;;;;;;x;;,
TUR_conservative;H¸kumet-i H¸mayun;;;;;;;;;;;;;x;;,
TUR_conservative_2;Selamet-i Osmaniye;;;;;;;;;;;;;x;;,
TUR_conservative_3;H¸rriyet ve Itil‚f Firkasi;;;;;;;;;;;;;x;;,
TUR_liberal_2;Tanzimat Firkasi;;;;;;;;;;;;;x;;,
TUR_liberal_4;Osmanli Demokrat Firkasi;;;;;;;;;;;;;x;;,
TUR_liberal_5;Halk Firkasi;;;;;;;;;;;;;x;;,
TUR_socialist;Osmanli Kˆyl¸ ve Amele Firkasi;;;;;;;;;;;;;x;;,
TUR_socialist_3;Sosyalist Firka;;;;;;;;;;;;;x;;,
TUR_communist;Ihtilalci Avam Firkasi;;;;;;;;;;;;;x;;,
TUR_communist_2;Kom¸nist Firka;;;;;;;;;;;;;x;;,
TUR_communist_3;Halk Istirakiyun Firkasi;;;;;;;;;;;;;x;;,
TUR_liberal;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;x;;,
TUR_liberal_3;Yeni Osmanlilar Cemiyeti;;;;;;;;;;;;;x;;,
TUR_socialist_2;Osmanli Ahali Firkasi;;;;;;;;;;;;;x;;,
TUR_anarcho_liberal;Osmanli Ahrar Firkasi;;;;;;;;;;;;;x;;,
TUR_fascist;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;x;;,
TUR_fascist_2;T¸rk Ocagi;;;;;;;;;;;;;x;;,
TUR_fascist_3;Milli Firka;;;;;;;;;;;;;x;;,
TUS_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;x;;,
TUS_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x;;,
TUS_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;x;;,
TUS_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;x;;,
TUS_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;; x;;,
TUS_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;x;;,
TUS_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;x;;,
TUS_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;x;;,
TUS_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;x;;,
UIL;The New American Alliance;;;;;;;;;;;;x;;;,
UIL_proletarian_dictatorship;The New American Republic;;;;;;;;;;;;x;;;,
UIL_fascist_dictatorship;New America;;;;;;;;;;;;x;;;,
UIL_presidential_dictatorship;New America;;;;;;;;;;;;x;;;,
UIL_absolute_monarchy;The Kingdom of New America;;;;;;;;;;;;x;;;,
UIL_prussian_constitutionalism;The Kingdom of New America;;;;;;;;;;;;x;;;,
UIL_ADJ;New American;;;;;;;;;;;;x;;;,
UIL_reactionary;New American Party;;;;;;;;;;;;;x;;,
UIL_conservative;New Democratic Party;;;;;;;;;;;;;x;;,
UIL_liberal;New Republican Party;;;;;;;;;;;;;x;;,
UIL_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x;;,
UIL_socialist;Socialist Party;;;;;;;;;;;;;x;;,
UIL_communist;Communist Party;;;;;;;;;;;;;x;;,
UIL_fascist;Supremacy Party;;;;;;;;;;;;;x;;,
UNB;The Colorado Republic;;;;;;;;;;;;x;;;,
UNB_absolute_monarchy;The Kingdom of Colorado;;;;;;;;;;;;x;;;,
UNB_prussian_constitutionalism;The Kingdom of Colorado;;;;;;;;;;;;x;;;,
UNB_hms_government;The Colorado Commonwealth;;;;;;;;;;;;x;;;,
UNB_ADJ;Coloradan;;;;;;;;;;;;x;;;,
UNB_reactionary;Colorado Party;;;;;;;;;;;;;x;;,
UNB_conservative;New Democratic Party;;;;;;;;;;;;;x;;,
UNB_liberal;New Republican Party;;;;;;;;;;;;;x;;,
UNB_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x;;,
UNB_socialist;Socialist Party;;;;;;;;;;;;;x;;,
UNB_communist;Communist Party;;;;;;;;;;;;;x;;,
UNB_fascist;Fascist Party;;;;;;;;;;;;;x;;,
UNM;The Pueblo Republic;;;;;;;;;;;;x;;;,
UNM_absolute_monarchy;New Mexico;;;;;;;;;;;;x;;;,
UNM_prussian_constitutionalism;New Mexico;;;;;;;;;;;;x;;;,
UNM_hms_government;New Mexico;;;;;;;;;;;;x;;;,
UNM_absolute_monarchy_ADJ;New Mexican;;;;;;;;;;;;x;;;,
UNM_prussian_constitutionalism_ADJ;New Mexican;;;;;;;;;;;;x;;;,
UNM_hms_government_ADJ;New Mexican;;;;;;;;;;;;x;;;,
UNM_proletarian_dictatorship;The Pueblo People's Republic;;;;;;;;;;;;x;;;,
UNM_ADJ;Pueblo;;;;;;;;;;;;x;;;,
UNM_reactionary;New Pueblo Party;;;;;;;;;;;;;x;;,
UNM_conservative;New Democratic Party;;;;;;;;;;;;;x;;,
UNM_liberal;New Republican Party;;;;;;;;;;;;;x;;,
UNM_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x;;,
UNM_socialist;Socialist Party;;;;;;;;;;;;;x;;,
UNM_communist;Communist Party;;;;;;;;;;;;;x;;,
UNM_fascist;Fascist Party;;;;;;;;;;;;;x;;,
UOR;The Oregon Country;;;;;;;;;;;;x;;;,
UOR_absolute_monarchy;The Kingdom of Oregon;;;;;;;;;;;;;x;;,
UOR_prussian_constitutionalism;The Kingdom of Oregon;;;;;;;;;;;;;x;;,
UOR_hms_government;Oregon;;;;;;;;;;;;;x;;,
UOR_proletarian_dictatorship;Oregon People's Republic;;;;;;;;;;;;;x;;,
UOR_ADJ;Oregonian;;;;;;;;;;;;x;;;,
UOR_fascist_dictatorship;Cascadia;;;;;;;;;;;;x;;;,
UOR_fascist_dictatorship_ADJ;Cascadian;;;;;;;;;;;;x;;;,
UOR_reactionary;True American Party;;;;;;;;;;;;;x;;,
UOR_conservative;New Democratic Party;;;;;;;;;;;;;x;;,
UOR_liberal;New Republican Party;;;;;;;;;;;;;x;;,
UOR_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;x;;,
UOR_socialist;Socialist Party;;;;;;;;;;;;;x;;,
UOR_communist;Communist Party;;;;;;;;;;;;;x;;,
UOR_fascist;Cascadians;;;;;;;;;;;;;x;;,
URA;Ural Republic;;;;;;;;;;;;;x;;,
URA_absolute_monarchy;Ural State;;;;;;;;;;;;;x;;,
URA_prussian_constitutionalism;Ural State;;;;;;;;;;;;;x;;,
URA_hms_government;Ural State;;;;;;;;;;;;;x;;,
URA_democracy;Ural Free State;;;;;;;;;;;;;x;;,
URA_proletarian_dictatorship;Ural People's Republic;;;;;;;;;;;;;x;;,
URA_ADJ;Ural;;;;;;;;;;;;;x;;,
URA_conservative;Slavophile;Slavophile;Slawophile;;;;;;;;;;;;x;,
URA_liberal;Westerniser;Westerniser;Westler;;;;;;;;;;;;x;,
URA_communist;Social Democratic;Social-dÈmocrate;Social Democratic;;;;;;;;;;;;x;,
URA_socialist;Menshevik;Menshevik;Menschewiki;;;;;;;;;;;;x;,
URA_reactionary;Panslavic;Panslavic;Panslawisten;;;;;;;;;;;;x;,
URA_conservative_2;Octobrists;Octobristes;Octobristen;;;;;;;;;;;;x;,
URA_anarcho_liberal;Radicals;Radicaux;Radikale;;;;;;;;;;;;x;,
URA_fascist;Fascists;Fascistes;Faschisten;;;;;;;;;;;;x;,
USA;Federation Of Vinland;;;;;;;;;;;;x;;;,
USA_democracy;Federation of Vinland;;;;;;;;;;;;x;;;,
USA_presidential_dictatorship;State of Vinland;;;;;;;;;;;;x;;;,
USA_bourgeois_dictatorship;The Corporatist state of Vinland;;;;;;;;;;;;x;;;,
USA_fascist_dictatorship;The state of Vinland;;;;;;;;;;;;x;;;,
USA_absolute_monarchy;Kingdom of Vinland;;;;;;;;;;;;x;;;,
USA_prussian_constitutionalism;Kingdom of Vinland;;;;;;;;;;;;x;;;,
USA_hms_government;Kingdom of Vinland;;;;;;;;;;;;x;;;,
USA_proletarian_dictatorship;The Commonwealth Of Vinland;;;;;;;;;;;;x;;;,
USA_colonial_company;Nya Sverige;;;;;;;;;;;;x;;;,
USA_dominion;Nya Sverige;;;;;;;;;;;;x;;;,
UZB;Uzbekistan;;;;;;;;;;;;;x;;,
UZB_ADJ;Uzbek;;;;;;;;;;;;;x;;,
UZB_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;,
UZB_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;;x;,
UZB_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;;x;,
UZB_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
UZB_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;,
UZB_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
UZB_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
VEN_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;x;;,
VEN_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;x;;,
VEN_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;x;;,
VEN_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;x;;,
VEN_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;x;;,
VEN_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;x;;,
VEN_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;x;;,
VEN_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;x;;,
VIC;Victoria;Victoria;Victoria;;;;;;;;;;;x;;,
VIC_ADJ;Victorian;Victorian;Victorian;;;;;;;;;;;x;;,
VIC_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;x;;,
VIC_conservative_1;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x;;,
VIC_conservative_2;National Party;National Party;National Party;;;;;;;;;;;x;;,
VIC_conservative_3;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;x;;,
VIC_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;x;;,
VIC_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x;;,
VIC_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;x;;,
VIC_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;x;;,
VIC_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;x;;,
VIC_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;x;;,
VIC_reactionary_2;Victorian Farmers Union;Victorian Farmers Union;Victorian Farmers Union;;;;;;;;;;;x;;,
VIC_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;x;;,
VIC_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;;,
VIC_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x;;,
WAS;Western Australia;Western Australia;Western Australia;;;;;;;;;;;x;;,
WAS_ADJ;West Australian;West Australian;West Australian;;;;;;;;;;;x;;,
WAS_fascist_dictatorship;Westralia;Westralia;Westralia;;;;;;;;;;;x;;,
WAS_fascist_dictatorship_ADJ;Westralian;Westralian;Westralian;;;;;;;;;;;x;;,
WAS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;x;;,
WAS_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;x;;,
WAS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;x;;,
WAS_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x;;,
WAS_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;x;;,
WAS_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;x;;,
WAS_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;x;;,
WAS_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;x;;,
WAS_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;x;;,
WAS_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;;,
WAS_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x;;,
WES;Westfalen;;;;;;;;;;;;;x;;,
WES_ADJ;Westphalian ;;;;;;;;;;;;;;x;,
WES_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;;x;,
WES_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;;x;,
WES_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;;x;,
WES_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;;x;,
WES_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;;x;,
WES_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;;x;,
WES_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;;x;,
WES_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;;x;,
WES_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;;;;;;;;;;;x;,
WES_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;;x;,
WES_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;;x;,
WES_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;;x;,
WES_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;;x;,
WHA;Wales;;;;;;;;;;;;;x;;,
WHA_ADJ;Welsh;;;;;;;;;;;;;x;;,
WHA_liberal;Democratiaid Rhyddfrydol;;;;;;;;;;;;;x;;,
WHA_conservative;Plaid Geidwadol;;;;;;;;;;;;;x;;,
WHA_socialist;Plaid Cymru;;;;;;;;;;;;;x;;,
WHA_anarcho_liberal;Anarchwyr;;;;;;;;;;;;;x;;,
WHA_fascist;Meibion Glyndwr;;;;;;;;;;;;;x;;,
WHA_communist;Plaid Gomiwnyddol;;;;;;;;;;;;;x;;,
WHA_reactionary;Plaid Genedlaethol;;;;;;;;;;;;;x;;,
XBI_ADJ;Qinghai;;;;;;;;;;;;;x;;,
XBI_presidential_dictatorship;Xibei San Ma;;;;;;;;;;;;;x;;,
XBI_presidential_dictatorship_ADJ;Ma;;;;;;;;;;;;;x;;,
XIN_presidential_dictatorship;Hotan;Hotan;Hotan;;;;;;;;;;;x;;,
YAK;Yakutia;;;;;;;;;;;;;x;;,
YAK_ADJ;Yakut;;;;;;;;;;;;;x;;,
YAK_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;x;;,
YAK_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;x;;,
YAK_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;x;;,
YAK_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;x;;,
YAK_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;x;;,
YAK_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;x;;,
YAK_fascist;The Nationalists;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;x;;,
YAP;Yap;Yap;Yap;;;;;;;;;;;;x;,
YAP_ADJ;Yapese;Yapese;Yapese;;;;;;;;;;;;x;,
YNN_presidential_dictatorship;Yunnan Clique;Clique de Yunnan;Yunnan-Clique;;;;;;;;;;;x;;,
YUC;Yucatan;;;;;;;;;;;;;x;;,
YUC_ADJ;Yucatecan;;;;;;;;;;;;;x;;,
YUC_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;;x;,
YUC_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;;x;,
YUC_reactionary;Partido Nationalist;Partido nationaliste;Partido Nationalist;;;;;;;;;;;;x;,
YUC_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;;x;,
YUC_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;;x;,
YUC_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;;x;,
YUC_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;;x;,
YZW;Yonezawa;;;;;;;;;;;;;x;;,
YZW_ADJ;Yonezawan;;;;;;;;;;;;;x;;,
YZW_absolute_monarchy_ADJ;Uesugi;;;;;;;;;;;;;x;;,
YZW_prussian_constitutionalism_ADJ;Uesugi;;;;;;;;;;;;;x;;,
YZW_hms_government_ADJ;Uesugi;;;;;;;;;;;;;x;;,
ZAM;Zambia;;;;;;;;;;;;x;;;,
ZAM_ADJ;Zambian;;;;;;;;;;;;x;;;,
### African Kingdoms ###;;;;;;;;;;;;;;x;;,
ARO;Aro;Aro;Aro;;Aro;;;;;;;;;;x;,
ARO_ADJ;Aro;Aro;Aro;;;;;;;;;;;;x;,
ARO_conservative;Eze Aro Faction;Faction Eze Aro;Eze Aro Fraktion;;;;;;;;;;;;x;,
ARO_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;,
ARO_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;,
ARO_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
ARO_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;,
ARO_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
ARO_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
ARO_proletarian_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;x;;,
ARO_proletarian_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;x;;,
ARO_fascist_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;x;;,
ARO_fascist_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;x;;,
ARO_bourgeois_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;x;;,
ARO_bourgeois_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;x;;,
ARO_presidential_dictatorship;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;x;;,
ARO_presidential_dictatorship_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;x;;,
ARO_democracy;Biafra;Biafra;Biafra;;Biafra;;;;;;;;;x;;,
ARO_democracy_ADJ;Biafran;Biafraise;Biafran;;biafreÒo;;;;;;;;;x;;,
ASH;Ashanti;Ashanti;Aschanti;;Asantia;;;;;;;;;;x;,
ASH_ADJ;Ashanti;Ashanti;Aschanti;;;;;;;;;;;;x;,
ASH_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;,
ASH_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;,
ASH_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;,
ASH_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
ASH_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;,
ASH_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
ASH_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
ASH_proletarian_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;x;;,
ASH_proletarian_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;x;;,
ASH_fascist_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;x;;,
ASH_fascist_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;x;;,
ASH_bourgeois_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;x;;,
ASH_bourgeois_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;x;;,
ASH_presidential_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;x;;,
ASH_presidential_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;x;;,
ASH_democracy;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;x;;,
ASH_democracy_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;x;;,
AZA;Azande;Azande;Azande;;Azande;;;;;;;;;;x;,
AZA_ADJ;Zande;Zande;Zande;;;;;;;;;;;;x;,
AZA_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;,
AZA_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;,
AZA_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;,
AZA_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
AZA_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;,
AZA_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
AZA_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
BEN;Benin;BÈnin;Benin;;BenÌn;;;;;;;;;;x;,
BEN_ADJ;Beninese;BÈninois;Benin;;;;;;;;;;;;x;,
BEN_conservative;Oba's Faction;Faction Obo;Oba Fraktion;;;;;;;;;;;;x;,
BEN_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;,
BEN_reactionary;Military Faction;Faction militaire;Milit‰rische Fraktion;;;;;;;;;;;;x;,
BEN_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
BEN_socialist;People's Faction;Faction populaire;Volk Fraktion;;;;;;;;;;;;x;,
BEN_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
BEN_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
BRD;Burundi;Burundi;Burundi;;Burundi;;;;;;;;;;x;,
BRD_ADJ;Burundian;Burundaise;Burundische;;;;;;;;;;;;x;,
BRD_conservative;Mwami Faction;Faction Mwami;Mwami Fraktion;;;;;;;;;;;;x;,
BRD_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;,
BRD_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;,
BRD_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
BRD_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;,
BRD_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
BRD_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
BSH;Basotho;Basotho;Basotho;;Basotho;;;;;;;;;;x;,
BSH_ADJ;Basotho;Basotho;Basotho;;;;;;;;;;;;x;,
BSH_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;,
BSH_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;,
BSH_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;,
BSH_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
BSH_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;,
BSH_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
BSH_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
BUG;Buganda;Buganda;Buganda;;Buganda;;;;;;;;;;x;,
BUG_ADJ;Bugandan;Bugandaise;Bugandische;;;;;;;;;;;;x;,
BUG_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;,
BUG_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;,
BUG_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;,
BUG_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
BUG_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;,
BUG_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
BUG_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
CLA;Calabar;Calabar;Calabar;;Calabar;;;;;;;;;;x;,
CLA_ADJ;Calabarean;Calabarien;Calabarische;;;;;;;;;;;;x;,
CLA_conservative;Duke Town Faction;Faction de Duke Town;Duke Town Fraktion;;;;;;;;;;;;x;,
CLA_liberal;Creek Town Faction;Faction de Creek Town;Creek Town Fraktion;;;;;;;;;;;;x;,
CLA_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;,
CLA_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;,
CLA_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;,
CLA_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;,
CLA_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;,
DAH;Dahomey;Dahomey;Dahomey;;Dahomey;;;;;;;;;;x;,
